plate,rodent_uid,blood_sample,blood_sample_id,450,630,450-630,Result,,
6,3_LAM_006,,324,0.046,0.024,0.022,0.133064516,,negative
6,3_LAM_007,,325,0.06,0.032,0.028,0.169354839,,negative
6,3_LAM_008,,326,0.067,0.054,0.013,0.078629032,,negative
6,3_LAM_009,,327,0.147,0.065,0.082,0.495967742,,negative
6,3_LAM_010,,328,0.146,0.035,0.111,0.671370968,,negative
6,3_LAM_011,,329,0.091,0.046,0.045,0.272177419,,negative
6,3_LAM_012,,330,0.086,0.048,0.038,0.22983871,,negative
6,3_LAM_013,,331,0.121,0.101,0.02,0.120967742,,negative
6,3_LAM_014,,332,0.099,0.025,0.074,0.447580645,,negative
6,3_LAM_015,,333,0.093,0.034,0.059,0.356854839,,negative
6,3_LAM_016,,334,0.068,0.058,0.01,0.060483871,,negative
6,3_LAM_017,,335,0.087,0.074,0.013,0.078629032,,negative
6,3_LAM_018,,336,0.054,0.043,0.011,0.066532258,,negative
6,3_LAM_019,,337,0.061,0.052,0.009,0.054435484,,negative
6,3_LAM_020,,338,0.055,0.045,0.01,0.060483871,,negative
6,1_LAM_006,,441,0.171,0.107,0.064,0.387096774,,negative
8,NA,,NC1,0.103,0.058,0.045,0.210666667,,
8,NA,,NC2,0.161,0.094,0.067,,,
8,NA,,NC3,0.198,0.128,0.07,,,
8,NA,,PC1,1.967,0.159,1.808,8.582278481,,positive
8,,,1,0.272,0.093,0.179,0.849683544,,negative
8,,,17,0.442,0.126,0.316,1.5,,positive
8,,,45,2.105,0.112,1.993,9.460443038,,positive
8,,,53,1.812,0.199,1.613,7.65664557,,positive
8,,,62,1.303,0.063,1.24,5.886075949,,positive
8,,,65,0.187,0.099,0.088,0.417721519,,negative
8,,,89,0.215,0.136,0.079,0.375,,negative
8,,,90,0.236,0.151,0.085,0.403481013,,negative
8,,,91,0.27,0.094,0.176,0.835443038,,negative
8,,,100,1.862,0.172,1.69,8.022151899,,positive
8,,,103,2.508,0.14,2.368,11.24050633,,positive
8,,,105,0.538,0.204,0.334,1.585443038,,positive
8,,,113,0.144,0.064,0.08,0.379746835,,negative
8,,,120,1.47,0.087,1.383,6.564873418,,positive
8,,,148,1.678,0.137,1.541,7.314873418,,positive
8,,,164,0.275,0.165,0.11,0.522151899,,negative
8,,,169,0.267,0.093,0.174,0.825949367,,negative
8,,,174,0.336,0.201,0.135,0.640822785,,negative
8,,,175,0.462,0.13,0.332,1.575949367,,positive
8,,,179,1.73,0.176,1.554,7.376582278,,positive
8,,,186,0.499,0.079,0.42,1.993670886,,positive
8,,,191,0.198,0.084,0.114,0.541139241,,negative
8,,,198,0.217,0.116,0.101,0.47943038,,negative
8,,,205,0.814,0.136,0.678,3.21835443,,positive
8,,,219,0.217,0.076,0.141,0.669303797,,negative
8,,,227,0.283,0.124,0.159,0.754746835,,negative
8,,,228,0.167,0.104,0.063,0.299050633,,negative
8,,,237,0.316,0.177,0.139,0.659810127,,negative
8,,,238,0.867,0.061,0.806,3.825949367,,negative
8,,,384,0.125,0.078,0.047,0.223101266,,negative
8,,,385,0.153,0.109,0.044,0.208860759,,negative
8,,,386,0.233,0.134,0.099,0.469936709,,negative
8,,,449,0.115,0.077,0.038,0.180379747,,negative
8,,,387,0.247,0.107,0.14,0.664556962,,negative
8,,,388,0.178,0.112,0.066,0.313291139,,negative
8,,,389,0.294,0.166,0.128,0.607594937,,negative
8,,,390,0.095,0.058,0.037,0.175632911,,negative
8,,,391,0.235,0.069,0.166,0.787974684,,negative
8,,,392,0.264,0.103,0.161,0.764240506,,negative
8,,,393,0.139,0.117,0.022,0.10443038,,negative
8,,,394,0.144,0.077,0.067,0.318037975,,negative
8,,,395,0.211,0.098,0.113,0.536392405,,negative
8,,,396,0.26,0.089,0.171,0.811708861,,negative
8,,,397,0.344,0.136,0.208,0.987341772,,equivocal
8,,,398,0.094,0.059,0.035,0.166139241,,negative
8,,,399,0.188,0.069,0.119,0.564873418,,negative
8,,,400,0.169,0.107,0.062,0.294303797,,negative
8,,,401,0.163,0.11,0.053,0.251582278,,negative
8,,,402,0.143,0.071,0.072,0.341772152,,negative
8,,,403,0.2,0.109,0.091,0.431962025,,negative
8,,,404,0.155,0.089,0.066,0.313291139,,negative
8,,,405,0.206,0.138,0.068,0.32278481,,negative
8,,,406,0.074,0.063,0.011,0.05221519,,negative
8,,,407,0.129,0.078,0.051,0.242088608,,negative
8,,,408,0.158,0.116,0.042,0.199367089,,negative
8,,,409,0.282,0.127,0.155,0.735759494,,negative
8,,,410,0.112,0.076,0.036,0.170886076,,negative
8,,,411,0.159,0.118,0.041,0.194620253,,negative
8,,,412,0.389,0.11,0.279,1.324367089,,positive
8,,,413,0.227,0.159,0.068,0.32278481,,negative
8,,,414,0.065,0.065,0,0,,negative
8,,,415,0.107,0.079,0.028,0.132911392,,negative
8,,,416,0.213,0.114,0.099,0.469936709,,negative
8,,,417,0.285,0.131,0.154,0.731012658,,negative
8,,,418,0.102,0.079,0.023,0.109177215,,negative
8,,,419,0.578,0.44,0.138,0.655063291,,negative
8,,,420,0.169,0.098,0.071,0.337025316,,negative
8,,,421,0.23,0.182,0.048,0.227848101,,negative
8,,,422,0.068,0.064,0.004,0.018987342,,negative
8,,,423,0.092,0.074,0.018,0.085443038,,negative
8,,,424,0.148,0.111,0.037,0.175632911,,negative
8,,,425,0.165,0.127,0.038,0.180379747,,negative
8,,,426,0.098,0.075,0.023,0.109177215,,negative
8,,,427,0.153,0.109,0.044,0.208860759,,negative
8,,,428,0.146,0.105,0.041,0.194620253,,negative
8,,,429,0.228,0.176,0.052,0.246835443,,negative
8,,,430,0.144,0.065,0.079,0.375,,negative
8,,,431,0.115,0.082,0.033,0.15664557,,negative
8,,,432,0.152,0.114,0.038,0.180379747,,negative
8,,,433,0.177,0.129,0.048,0.227848101,,negative
8,,,434,0.104,0.076,0.028,0.132911392,,negative
8,,,435,0.132,0.101,0.031,0.147151899,,negative
8,,,436,0.154,0.107,0.047,0.223101266,,negative
8,,,437,0.218,0.168,0.05,0.237341772,,negative
8,,,438,0.075,0.069,0.006,0.028481013,,negative
8,,,439,0.095,0.076,0.019,0.090189873,,negative
8,,,440,0.13,0.113,0.017,0.080696203,,negative
8,,,222,0.238,0.139,0.099,0.469936709,,negative
8,,,224,0.182,0.095,0.087,0.412974684,,negative
8,,,242,0.196,0.141,0.055,0.261075949,,negative
8,,,241,0.166,0.109,0.057,0.27056962,,negative
8,,,95,0.621,0.17,0.451,2.140822785,,positive
9,,,neg,0.043,0.04,0.003,,,
9,,,pos,1.192,0.044,1.148,,,
9,,,neg,0.042,0.039,0.003,,,
9,,,neg,0.042,0.04,0.002,,,
9,,,15,0.043,0.04,0.003,,,
9,,,93,0.049,0.04,0.009,,,
9,,,103,0.064,0.039,0.025,,,
9,,,105,0.046,0.042,0.004,,,
9,,,120,0.042,0.038,0.004,,,
9,,,193,0.261,0.04,0.221,,,
9,,,238,0.042,0.038,0.004,,,
9,,,322,0.042,0.039,0.003,,,
9,,,F98,0.094,0.04,0.054,,,
9,,,F99,0.04,0.039,0.001,,,
9,,,F100,0.045,0.044,0.001,,,
9,,,F101,0.044,0.039,0.005,,,
9,,,F102,0.042,0.039,0.003,,,
9,,,F103,1.321,0.048,1.273,,,
9,,,F104,0.042,0.04,0.002,,,
9,,,F105,0.042,0.039,0.003,,,
9,,,F106,0.042,0.038,0.004,,,
9,,,F107,0.042,0.04,0.002,,,
9,,,F108,0.042,0.039,0.003,,,
9,,,F109,0.055,0.041,0.014,,,
9,,,F110,0.043,0.039,0.004,,,
9,,,F111,0.043,0.04,0.003,,,
9,,,F112,0.042,0.039,0.003,,,
9,,,F113,0.043,0.041,0.002,,,
9,,,F114,0.042,0.039,0.003,,,
9,,,F115,0.045,0.043,0.002,,,
9,,,F116,0.044,0.039,0.005,,,
9,,,F117,0.085,0.054,0.031,,,
9,,,339,0.467,0.045,0.422,,,
9,,,340,0.042,0.038,0.004,,,
9,,,341,0.043,0.039,0.004,,,
9,,,342,0.042,0.039,0.003,,,
9,,,343,0.044,0.04,0.004,,,
9,,,344,0.042,0.039,0.003,,,
9,,,345,0.042,0.038,0.004,,,
9,,,346,0.043,0.039,0.004,,,
9,,,347,0.045,0.041,0.004,,,
9,,,348,0.042,0.04,0.002,,,
9,,,349,0.044,0.04,0.004,,,
9,,,350,0.042,0.039,0.003,,,
9,,,351,0.043,0.04,0.003,,,
9,,,352,0.042,0.04,0.002,,,
9,,,353,0.042,0.04,0.002,,,
9,,,354,0.043,0.04,0.003,,,
9,,,355,6.5,0.066,6.434,,,
9,,,356,0.042,0.039,0.003,,,
9,,,357,0.042,0.04,0.002,,,
9,,,358,0.044,0.04,0.004,,,
9,,,359,0.043,0.04,0.003,,,
9,,,360,0.044,0.041,0.003,,,
9,,,361,0.042,0.039,0.003,,,
9,,,362,0.047,0.04,0.007,,,
9,,,363,0.053,0.039,0.014,,,
9,,,364,0.086,0.043,0.043,,,
9,,,365,0.044,0.04,0.004,,,
9,,,366,0.042,0.038,0.004,,,
9,,,367,0.049,0.038,0.011,,,
9,,,450,0.044,0.039,0.005,,,
9,,,451,2.732,0.081,2.651,,,
9,,,452,0.043,0.04,0.003,,,
9,,,453,0.042,0.038,0.004,,,
9,,,454,0.042,0.039,0.003,,,
9,,,455,0.042,0.039,0.003,,,
9,,,456,0.044,0.041,0.003,,,
9,,,457,0.043,0.04,0.003,,,
9,,,458,0.054,0.048,0.006,,,
9,,,459,0.061,0.04,0.021,,,
9,,,460,1.172,0.045,1.127,,,
9,,,461,0.473,0.04,0.433,,,
9,,,462,0.05,0.04,0.01,,,
9,,,463,0.044,0.04,0.004,,,
9,,,464,0.042,0.038,0.004,,,
9,,,465,1.945,0.096,1.849,,,
9,,,466,0.044,0.04,0.004,,,
9,,,467,0.042,0.039,0.003,,,
9,,,468,0.049,0.042,0.007,,,
9,,,469,0.049,0.042,0.007,,,
9,,,470,0.042,0.039,0.003,,,
9,,,471,0.042,0.039,0.003,,,
9,,,472,0.043,0.039,0.004,,,
9,,,473,0.045,0.038,0.007,,,
9,,,474,2.652,0.06,2.592,,,
9,,,475,0.048,0.043,0.005,,,
9,,,476,0.221,0.041,0.18,,,
9,,,477,0.043,0.038,0.005,,,
9,,,478,1.288,0.05,1.238,,,
9,,,479,0.044,0.039,0.005,,,
9,,,480,0.044,0.039,0.005,,,
9,,,481,0.048,0.039,0.009,,,
9,,,482,0.043,0.039,0.004,,,
9,,,483,0.072,0.041,0.031,,,
9,,,484,0.047,0.041,0.006,,,
10,,,neg,0.041,0.039,,,,
10,,,neg,0.041,0.038,,,,
10,,,neg,0.041,0.036,,,,
10,,,pos,0.267,0.065,,,,
10,,,485,0.26,0.044,,,,
10,,,486,0.053,0.035,,,,
10,,,487,0.053,0.035,,,,
10,,,488,0.043,0.043,,,,
10,,,489,0.041,0.075,,,,
10,,,490,0.041,0.037,,,,
10,,,491,0.078,0.038,,,,
10,,,492,0.047,0.077,,,,
10,,,493,0.053,0.04,,,,
10,,,494,0.043,0.039,,,,
10,,,495,0.043,0.039,,,,
10,,,496,0.051,0.039,,,,
10,,,497,0.052,0.038,,,,
10,,,498,0.234,0.037,,,,
10,,,499,0.043,0.029,,,,
10,,,500,0.044,0.038,,,,
10,,,501,0.042,0.043,,,,
10,,,502,0.044,0.041,,,,
10,,,503,0.043,0.037,,,,
10,,,504,0.064,0.04,,,,
10,,,505,0.042,0.038,,,,
10,,,506,0.044,0.189,,,,
10,,,507,0.049,0.151,,,,
10,,,508,0.041,0.038,,,,
10,,,509,0.041,0.036,,,,
10,,,510,0.042,0.039,,,,
10,,,511,0.049,0.07,,,,
10,,,512,0.045,0.093,,,,
10,,,513,0.044,0.143,,,,
10,,,514,0.042,0.249,,,,
10,,,515,0.515,0.236,,,,
10,,,516,0.043,0.038,,,,
10,,,517,0.042,0.041,,,,
10,,,518,0.044,0.043,,,,
10,,,519,0.041,0.035,,,,
10,,,520,0.209,0.063,,,,
10,,,521,0.046,0.036,,,,
10,,,522,0.056,0.04,,,,
10,,,523,0.044,0.033,,,,
10,,,524,0.043,0.038,,,,
10,,,525,0.046,0.044,,,,
10,,,526,0.042,0.038,,,,
10,,,527,0.522,0.04,,,,
10,,,528,0.043,0.094,,,,
10,,,529,0.182,0.247,,,,
10,,,530,0.043,0.036,,,,
10,,,531,0.498,0.039,,,,
10,,,532,0.235,0.035,,,,
10,,,533,0.073,0.037,,,,
10,,,534,0.043,0.036,,,,
10,,,535,0.089,0.031,,,,
10,,,536,0.293,0.035,,,,
10,,,537,0.24,0.045,,,,
10,,,538,0.042,0.037,,,,
10,,,539,0.372,0.035,,,,
10,,,540,0.042,0.032,,,,
10,,,541,0.042,0.039,,,,
10,,,542,0.046,0.034,,,,
10,,,543,0.042,0.051,,,,
10,,,544,0.043,0.22,,,,
10,,,545,0.376,0.219,,,,
10,,,546,0.044,0.039,,,,
10,,,547,0.061,0.031,,,,
10,,,548,0.09,0.042,,,,
10,,,549,0.042,0.041,,,,
10,,,550,0.356,0.041,,,,
10,,,551,0.041,0.036,,,,
10,,,552,0.041,0.039,,,,
10,,,553,0.043,0.071,,,,
10,,,554,0.043,0.041,,,,
10,,,555,0.054,0.04,,,,
10,,,556,0.046,0.045,,,,
10,,,557,0.045,0.043,,,,
10,,,558,0.043,0.047,,,,
10,,,559,0.042,0.04,,,,
10,,,560,0.057,0.082,,,,
10,,,561,0.045,0.12,,,,
10,,,562,0.046,0.04,,,,
10,,,563,0.042,0.03,,,,
10,,,564,0.084,0.074,,,,
10,,,565,0.059,0.054,,,,
10,,,566,0.043,0.033,,,,
10,,,567,0.043,0.032,,,,
10,,,568,0.172,0.042,,,,
10,,,569,0.05,0.048,,,,
10,,,570,0.044,0.032,,,,
10,,,571,0.042,0.033,,,,
10,,,572,0.423,0.041,,,,
10,,,573,0.055,0.03,,,,
10,,,574,0.08,0.034,,,,
10,,,575,0.043,0.043,,,,
10,,,576,0.044,0.208,,,,
11,,,neg,0.055,0.042,,,,
11,,,neg,0.045,0.041,,,,
11,,,neg,0.048,0.039,,,,
11,,,pos,0.394,0.049,,,,
11,,,577,0.09,0.039,,,,
11,,,578,0.377,0.047,,,,
11,,,579,0.073,0.039,,,,
11,,,580,0.048,0.045,,,,
11,,,581,0.048,0.039,,,,
11,,,582,0.071,0.039,,,,
11,,,583,0.065,0.047,,,,
11,,,584,0.045,0.038,,,,
11,,,585,0.042,0.039,,,,
11,,,586,0.043,0.038,,,,
11,,,587,0.535,0.04,,,,
11,,,588,0.048,0.041,,,,
11,,,589,0.05,0.041,,,,
11,,,590,0.044,0.039,,,,
11,,,591,0.053,0.04,,,,
11,,,592,0.05,0.04,,,,
11,,,593,0.126,0.041,,,,
11,,,594,0.043,0.038,,,,
11,,,595,0.047,0.038,,,,
11,,,596,0.055,0.04,,,,
11,,,589,0.049,0.04,,,,
11,,,590,0.049,0.041,,,,
11,,,591,0.044,0.039,,,,
11,,,592,0.046,0.042,,,,
11,,,593,0.083,0.039,,,,
11,,,594,0.042,0.039,,,,
11,,,595,0.044,0.037,,,,
11,,,596,0.048,0.041,,,,
11,,,597,0.044,0.038,,,,
11,,,598,0.05,0.04,,,,
11,,,599,0.045,0.038,,,,
11,,,600,0.046,0.039,,,,
11,,,601,0.046,0.042,,,,
11,,,602,0.052,0.041,,,,
11,,,603,0.129,0.04,,,,
11,,,604,0.116,0.04,,,,
11,,,605,0.044,0.039,,,,
11,,,606,0.046,0.039,,,,
11,,,607,0.056,0.039,,,,
11,,,608,0.043,0.04,,,,
11,,,609,0.042,0.039,,,,
11,,,610,0.517,0.04,,,,
11,,,611,0.058,0.038,,,,
11,,,612,0.175,0.041,,,,
11,,,613,0.332,0.046,,,,
11,,,614,0.094,0.039,,,,
11,,,615,0.092,0.039,,,,
11,,,616,0.045,0.039,,,,
11,,,617,0.407,0.046,,,,
11,,,618,0.048,0.039,,,,
11,,,619,0.419,0.042,,,,
11,,,620,0.05,0.04,,,,
11,,,621,0.041,0.038,,,,
11,,,622,0.356,0.044,,,,
11,,,623,0.068,0.039,,,,
11,,,624,0.048,0.039,,,,
11,,,625,0.046,0.038,,,,
11,,,626,0.435,0.048,,,,
11,,,627,0.043,0.039,,,,
11,,,628,0.043,0.039,,,,
11,,,629,0.079,0.042,,,,
11,,,630,0.05,0.039,,,,
11,,,631,0.05,0.038,,,,
11,,,632,0.048,0.038,,,,
11,,,633,0.393,0.058,,,,
11,,,634,0.044,0.039,,,,
11,,,635,0.047,0.039,,,,
11,,,636,0.046,0.04,,,,
11,,,637,0.06,0.039,,,,
11,,,638,0.047,0.04,,,,
11,,,639,0.087,0.039,,,,
11,,,640,0.046,0.038,,,,
11,,,641,0.058,0.039,,,,
11,,,642,0.047,0.039,,,,
11,,,643,0.124,0.041,,,,
11,,,644,0.052,0.041,,,,
11,,,645,0.047,0.04,,,,
11,,,646,0.046,0.04,,,,
11,,,647,0.049,0.039,,,,
11,,,648,0.046,0.039,,,,
11,,,649,0.052,0.04,,,,
11,,,650,0.045,0.039,,,,
11,,,651,0.045,0.041,,,,
11,,,652,0.052,0.041,,,,
11,,,653,0.067,0.041,,,,
11,,,654,0.051,0.04,,,,
11,,,655,0.049,0.04,,,,
11,,,656,0.058,0.039,,,,
11,,,657,0.055,0.039,,,,
11,,,658,0.317,0.042,,,,
11,,,659,0.043,0.04,,,,
11,,,660,0.057,0.04,,,,
12,,,669,0.043,0.04,,,,
12,,,670,0.045,0.043,,,,
12,,,671,0.045,0.038,,,,
12,,,672,0.044,0.037,,,,
12,,,neg,0.043,0.04,,,,
12,,,neg,0.053,0.047,,,,
12,,,neg,0.059,0.039,,,,
12,,,pos,0.328,0.048,,,,
12,,,673,0.044,0.042,,,,
12,,,674,0.045,0.039,,,,
12,,,675,0.042,0.038,,,,
12,,,676,0.046,0.037,,,,
12,,,677,0.043,0.039,,,,
12,,,678,0.046,0.039,,,,
12,,,679,0.045,0.037,,,,
12,,,680,0.048,0.039,,,,
12,,,681,0.053,0.04,,,,
12,,,682,0.049,0.04,,,,
12,,,661,0.076,0.039,,,,
12,,,662,0.054,0.038,,,,
12,,,663,0.112,0.039,,,,
12,,,664,0.114,0.04,,,,
12,,,665,0.301,0.038,,,,
12,,,666,0.104,0.038,,,,
12,,,667,0.057,0.038,,,,
12,,,668,0.055,0.038,,,,
13,,,neg,0.091,0.038,,,,
13,,,neg,0.092,0.038,,,,
13,,,neg,0.102,0.038,,,,
13,,,pos,1.964,0.05,,,,
13,,,120,1.01,0.067,,,,
13,,,397,0.379,0.038,,,,
13,,,442,0.056,0.038,,,,
13,,,191,0.101,0.038,,,,
13,,,65,0.198,0.037,,,,
13,,,412,0.088,0.037,,,,
13,,,90,0.194,0.038,,,,
13,,,339,0.123,0.039,,,,
13,,,355,0.064,0.038,,,,
13,,,451,0.119,0.037,,,,
13,,,461,0.075,0.037,,,,
13,,,465,0.654,0.04,,,,
13,,,474,0.111,0.037,,,,
13,,,476,0.28,0.038,,,,
13,,,478,0.195,0.038,,,,
13,,,485,0.19,0.039,,,,
13,,,486,0.168,0.038,,,,
13,,,487,0.129,0.038,,,,
13,,,488,0.123,0.038,,,,
13,,,489,0.085,0.039,,,,
13,,,490,0.07,0.038,,,,
13,,,491,0.133,0.038,,,,
13,,,492,0.194,0.036,,,,
13,,,493,0.152,0.035,,,,
13,,,494,0.168,0.038,,,,
13,,,495,0.213,0.038,,,,
13,,,496,0.154,0.037,,,,
13,,,497,0.134,0.038,,,,
13,,,498,0.141,0.038,,,,
13,,,499,0.113,0.038,,,,
13,,,500,0.171,0.036,,,,
13,,,501,0.24,0.037,,,,
13,,,502,0.188,0.038,,,,
13,,,503,0.1,0.04,,,,
13,,,504,0.166,0.037,,,,
13,,,505,0.107,0.041,,,,
13,,,506,0.094,0.037,,,,
13,,,507,0.118,0.038,,,,
13,,,508,0.128,0.037,,,,
13,,,509,0.177,0.038,,,,
13,,,510,0.197,0.037,,,,
13,,,511,0.118,0.036,,,,
13,,,512,0.092,0.037,,,,
13,,,513,0.084,0.038,,,,
13,,,514,0.079,0.037,,,,
13,,,515,0.405,0.038,,,,
13,,,516,0.104,0.04,,,,
13,,,517,0.125,0.036,,,,
13,,,518,0.151,0.037,,,,
13,,,519,0.115,0.038,,,,
13,,,520,0.414,0.037,,,,
13,,,521,0.088,0.038,,,,
13,,,522,0.071,0.037,,,,
13,,,523,0.106,0.038,,,,
13,,,524,0.061,0.038,,,,
13,,,525,0.095,0.036,,,,
13,,,526,0.089,0.038,,,,
13,,,527,0.231,0.039,,,,
13,,,528,0.184,0.037,,,,
13,,,529,0.196,0.039,,,,
13,,,530,0.085,0.038,,,,
13,,,531,0.186,0.039,,,,
13,,,532,1.708,0.048,,,,
13,,,533,0.369,0.04,,,,
13,,,534,0.091,0.037,,,,
13,,,535,0.243,0.037,,,,
13,,,536,0.269,0.037,,,,
13,,,537,0.29,0.037,,,,
13,,,538,0.048,0.038,,,,
13,,,539,0.359,0.04,,,,
13,,,540,0.099,0.038,,,,
13,,,541,0.072,0.039,,,,
13,,,542,0.116,0.038,,,,
13,,,543,0.091,0.037,,,,
13,,,544,0.091,0.038,,,,
13,,,545,0.514,0.042,,,,
13,,,546,0.107,0.036,,,,
13,,,547,0.137,0.038,,,,
13,,,548,0.141,0.037,,,,
13,,,549,0.052,0.037,,,,
13,,,550,0.235,0.039,,,,
13,,,551,0.099,0.038,,,,
13,,,552,0.087,0.038,,,,
13,,,553,0.089,0.038,,,,
13,,,554,0.067,0.039,,,,
13,,,555,0.134,0.038,,,,
13,,,556,0.077,0.037,,,,
13,,,557,0.093,0.036,,,,
13,,,558,0.08,0.038,,,,
13,,,559,0.102,0.038,,,,
13,,,560,0.178,0.037,,,,
13,,,561,0.079,0.038,,,,
14,,,neg,0.208,0.037,,,,
14,,,neg,0.199,0.038,,,,
14,,,neg,0.187,0.039,,,,
14,,,pos,2.268,0.046,,,,
14,,,562,0.178,0.038,,,,
14,,,563,0.131,0.039,,,,
14,,,564,0.154,0.038,,,,
14,,,565,0.132,0.039,,,,
14,,,566,0.173,0.039,,,,
14,,,567,0.08,0.038,,,,
14,,,568,0.119,0.039,,,,
14,,,569,0.103,0.037,,,,
14,,,570,0.096,0.039,,,,
14,,,571,0.143,0.038,,,,
14,,,572,0.252,0.037,,,,
14,,,573,0.256,0.038,,,,
14,,,574,0.195,0.037,,,,
14,,,575,0.206,0.038,,,,
14,,,576,0.12,0.037,,,,
14,,,577,0.16,0.039,,,,
14,,,578,0.162,0.037,,,,
14,,,579,0.203,0.037,,,,
14,,,580,0.147,0.036,,,,
14,,,581,0.109,0.038,,,,
14,,,582,0.176,0.038,,,,
14,,,583,0.153,0.042,,,,
14,,,584,0.11,0.037,,,,
14,,,585,0.133,0.037,,,,
14,,,586,0.135,0.039,,,,
14,,,587,0.123,0.039,,,,
14,,,588,0.096,0.037,,,,
14,,,589,0.124,0.038,,,,
14,,,590,0.116,0.038,,,,
14,,,591,0.123,0.039,,,,
14,,,592,0.118,0.038,,,,
14,,,593,0.244,0.04,,,,
14,,,594,0.175,0.038,,,,
14,,,595,0.149,0.042,,,,
14,,,596,0.145,0.037,,,,
14,,,597,0.12,0.038,,,,
14,,,598,0.164,0.039,,,,
14,,,599,0.161,0.041,,,,
14,,,600,0.13,0.038,,,,
14,,,601,0.103,0.042,,,,
14,,,602,0.168,0.04,,,,
14,,,603,0.267,0.042,,,,
14,,,604,0.2,0.041,,,,
14,,,605,0.148,0.039,,,,
14,,,606,0.187,0.038,,,,
14,,,607,0.284,0.039,,,,
14,,,608,0.093,0.037,,,,
14,,,609,0.145,0.039,,,,
14,,,610,0.308,0.038,,,,
14,,,611,0.169,0.037,,,,
14,,,612,0.185,0.038,,,,
14,,,613,0.309,0.038,,,,
14,,,614,0.199,0.038,,,,
14,,,615,0.261,0.039,,,,
14,,,616,0.172,0.038,,,,
14,,,617,2.362,0.053,,,,
14,,,618,0.197,0.038,,,,
14,,,619,2.149,0.041,,,,
14,,,620,0.173,0.038,,,,
14,,,621,0.102,0.038,,,,
14,,,622,1.428,0.043,,,,
14,,,623,0.141,0.04,,,,
14,,,624,0.189,0.039,,,,
14,,,625,0.164,0.04,,,,
14,,,626,0.984,0.04,,,,
14,,,627,0.161,0.037,,,,
14,,,628,0.137,0.038,,,,
14,,,629,0.161,0.041,,,,
14,,,630,0.183,0.037,,,,
14,,,631,0.183,0.039,,,,
14,,,632,0.148,0.037,,,,
14,,,633,0.177,0.037,,,,
14,,,634,0.157,0.038,,,,
14,,,635,0.17,0.039,,,,
14,,,636,0.269,0.038,,,,
14,,,637,0.24,0.039,,,,
14,,,638,0.192,0.039,,,,
14,,,639,0.098,0.043,,,,
14,,,640,0.095,0.038,,,,
14,,,641,0.195,0.039,,,,
14,,,642,0.194,0.04,,,,
14,,,643,0.214,0.039,,,,
14,,,644,0.162,0.039,,,,
14,,,645,0.148,0.038,,,,
14,,,646,0.17,0.038,,,,
14,,,647,0.196,0.039,,,,
14,,,648,0.237,0.037,,,,
14,,,649,0.173,0.038,,,,
14,,,650,0.177,0.039,,,,
14,,,651,0.127,0.039,,,,
14,,,652,0.21,0.038,,,,
14,,,653,0.168,0.041,,,,
15,,,neg,0.131,0.039,,,,
15,,,neg,0.077,0.04,,,,
15,,,neg,0.108,0.051,,,,
15,,,pos,2.352,0.06,,,,
15,,,654,0.108,0.039,,,,
15,,,655,0.104,0.039,,,,
15,,,656,0.11,0.039,,,,
15,,,657,0.093,0.039,,,,
15,,,658,0.102,0.039,,,,
15,,,659,0.054,0.038,,,,
15,,,660,0.071,0.037,,,,
15,,,661,0.102,0.037,,,,
15,,,662,0.091,0.039,,,,
15,,,663,0.09,0.039,,,,
15,,,664,0.114,0.038,,,,
15,,,665,0.116,0.04,,,,
15,,,666,0.113,0.038,,,,
15,,,667,0.079,0.039,,,,
15,,,668,0.086,0.038,,,,
15,,,669,0.105,0.043,,,,
15,,,670,0.096,0.04,,,,
15,,,671,0.096,0.039,,,,
15,,,672,0.094,0.038,,,,
15,,,673,0.101,0.038,,,,
15,,,674,0.12,0.038,,,,
15,,,675,0.086,0.038,,,,
15,,,676,0.131,0.039,,,,
15,,,677,0.118,0.039,,,,
15,,,678,0.13,0.039,,,,
15,,,679,0.11,0.039,,,,
15,,,680,0.111,0.039,,,,
15,,,681,0.25,0.052,,,,
